review_id,drug_raw,review_text,rating,created_at,drug
1092,Ibuprofen,I took Ibuprofen and experienced dizzy and bloating. It helped but had side effects.,3,2024-06-27 22:00:00,Ibuprofen
1093,Glucophage,I took Glucophage and experienced stomach cramps and itching. It helped but had side effects.,2,2024-10-24 04:00:00,Metformin
1094,Glucophage,I took Glucophage and experienced vomiting and dizzy and depression. It helped but had side effects.,2,2025-04-30 01:00:00,Metformin
1095,Tylenol,I took Tylenol and experienced fatigue. It helped but had side effects.,1,2024-01-08 02:00:00,Acetaminophen
1096,Ibuprofen,I took Ibuprofen and experienced rash and chest pain. It helped but had side effects.,2,2025-03-31 11:00:00,Ibuprofen
1097,Ibuprofen,I took Ibuprofen and experienced hives and stomach cramps. It helped but had side effects.,4,2025-02-08 13:00:00,Ibuprofen
1098,Glucophage,I took Glucophage and experienced fatigue and stomach cramps and hives. It helped but had side effects.,4,2025-06-14 15:00:00,Metformin
1099,Acetaminophen,I took Acetaminophen and experienced tremor and headache and rash. It helped but had side effects.,4,2024-06-12 19:00:00,Acetaminophen
1100,Advil,I took Advil and experienced constipation. It helped but had side effects.,4,2025-07-26 02:00:00,Ibuprofen
1101,Tylenol,I took Tylenol and experienced fatigue. It helped but had side effects.,4,2024-07-16 01:00:00,Acetaminophen
1102,Ibuprofen,I took Ibuprofen and experienced tremor and chest pain. It helped but had side effects.,5,2024-09-30 17:00:00,Ibuprofen
1103,Ibuprofen,I took Ibuprofen and experienced rash. It helped but had side effects.,3,2024-06-14 05:00:00,Ibuprofen
1104,Metformin,I took Metformin and experienced constipation and blood pressure and stomach cramps. It helped but had side effects.,5,2024-05-24 17:00:00,Metformin
1105,Tylenol,I took Tylenol and experienced anxiety. It helped but had side effects.,5,2024-08-09 09:00:00,Acetaminophen
1106,Tylenol,I took Tylenol and experienced brain fog. It helped but had side effects.,2,2024-02-28 21:00:00,Acetaminophen
1107,Acetaminophen,I took Acetaminophen and experienced tremor. It helped but had side effects.,3,2025-06-16 15:00:00,Acetaminophen
1108,Metformin,I took Metformin and experienced tremor. It helped but had side effects.,1,2025-01-02 13:00:00,Metformin
1109,Tylenol,I took Tylenol and experienced headache. It helped but had side effects.,1,2025-01-26 07:00:00,Acetaminophen
1110,Acetaminophen,I took Acetaminophen and experienced insomnia and hives and chest pain. It helped but had side effects.,3,2025-02-27 16:00:00,Acetaminophen
1111,Glucophage,I took Glucophage and experienced dizzy and hives. It helped but had side effects.,5,2025-06-10 05:00:00,Metformin
1112,Acetaminophen,I took Acetaminophen and experienced depression. It helped but had side effects.,5,2025-01-27 18:00:00,Acetaminophen
1113,Advil,I took Advil and experienced insomnia. It helped but had side effects.,5,2024-11-28 12:00:00,Ibuprofen
1114,Glucophage,I took Glucophage and experienced insomnia and nausea. It helped but had side effects.,1,2024-05-25 14:00:00,Metformin
1115,Tylenol,I took Tylenol and experienced hives and nausea and insomnia. It helped but had side effects.,1,2024-08-08 20:00:00,Acetaminophen
1116,Glucophage,I took Glucophage and experienced irritable and constipation. It helped but had side effects.,5,2025-04-23 22:00:00,Metformin
1117,Acetaminophen,I took Acetaminophen and experienced vomiting and chest pain. It helped but had side effects.,3,2024-10-02 09:00:00,Acetaminophen
1118,Advil,I took Advil and experienced stomach cramps and itching. It helped but had side effects.,3,2024-02-04 15:00:00,Ibuprofen
1119,Ibuprofen,I took Ibuprofen and experienced chest pain and headache and stomach cramps. It helped but had side effects.,4,2025-07-10 07:00:00,Ibuprofen
1120,Glucophage,I took Glucophage and experienced itching. It helped but had side effects.,4,2024-07-09 06:00:00,Metformin
1121,Acetaminophen,I took Acetaminophen and experienced rash. It helped but had side effects.,2,2024-08-21 20:00:00,Acetaminophen
1122,Acetaminophen,I took Acetaminophen and experienced tremor. It helped but had side effects.,4,2025-08-09 01:00:00,Acetaminophen
1123,Ibuprofen,I took Ibuprofen and experienced stomach cramps and nausea and hives. It helped but had side effects.,4,2025-08-08 21:00:00,Ibuprofen
1124,Metformin,I took Metformin and experienced stomach cramps and bloating and nausea. It helped but had side effects.,2,2024-12-10 20:00:00,Metformin
1125,Advil,I took Advil and experienced palpitations. It helped but had side effects.,5,2024-04-01 15:00:00,Ibuprofen
1126,Glucophage,I took Glucophage and experienced bloating. It helped but had side effects.,2,2025-01-27 13:00:00,Metformin
1127,Tylenol,I took Tylenol and experienced redness and itching and depression. It helped but had side effects.,1,2024-10-15 16:00:00,Acetaminophen
1128,Tylenol,I took Tylenol and experienced insomnia. It helped but had side effects.,1,2024-04-22 14:00:00,Acetaminophen
1129,Acetaminophen,I took Acetaminophen and experienced diarrhea and depression. It helped but had side effects.,1,2024-06-04 10:00:00,Acetaminophen
1130,Glucophage,I took Glucophage and experienced panic and constipation and hives. It helped but had side effects.,2,2024-05-02 18:00:00,Metformin
1131,Glucophage,I took Glucophage and experienced anxiety and bloating. It helped but had side effects.,1,2024-11-04 16:00:00,Metformin
1132,Advil,I took Advil and experienced fatigue and irritable and itching. It helped but had side effects.,1,2025-02-09 04:00:00,Ibuprofen
1133,Ibuprofen,I took Ibuprofen and experienced depression and itching. It helped but had side effects.,4,2025-07-28 19:00:00,Ibuprofen
1134,Advil,I took Advil and experienced redness and tremor and panic. It helped but had side effects.,3,2025-06-11 02:00:00,Ibuprofen
1135,Ibuprofen,I took Ibuprofen and experienced rash. It helped but had side effects.,4,2024-10-04 18:00:00,Ibuprofen
1136,Glucophage,I took Glucophage and experienced brain fog. It helped but had side effects.,4,2024-01-07 06:00:00,Metformin
1137,Acetaminophen,I took Acetaminophen and experienced palpitations and rash and nausea. It helped but had side effects.,1,2024-04-03 06:00:00,Acetaminophen
1138,Glucophage,I took Glucophage and experienced dizzy and chest pain and nausea. It helped but had side effects.,4,2025-07-26 17:00:00,Metformin
1139,Advil,I took Advil and experienced constipation. It helped but had side effects.,1,2024-04-13 00:00:00,Ibuprofen
1140,Tylenol,I took Tylenol and experienced depression and irritable and diarrhea. It helped but had side effects.,5,2024-05-11 08:00:00,Acetaminophen
1141,Acetaminophen,I took Acetaminophen and experienced palpitations and tremor. It helped but had side effects.,2,2025-04-01 14:00:00,Acetaminophen
1142,Metformin,I took Metformin and experienced depression. It helped but had side effects.,4,2025-05-19 22:00:00,Metformin
1143,Metformin,I took Metformin and experienced bloating. It helped but had side effects.,1,2025-02-15 21:00:00,Metformin
1144,Glucophage,I took Glucophage and experienced fatigue. It helped but had side effects.,3,2025-01-29 07:00:00,Metformin
1145,Tylenol,I took Tylenol and experienced redness and brain fog and irritable. It helped but had side effects.,5,2025-03-31 07:00:00,Acetaminophen
1146,Acetaminophen,I took Acetaminophen and experienced insomnia. It helped but had side effects.,1,2024-11-10 22:00:00,Acetaminophen
1147,Acetaminophen,I took Acetaminophen and experienced chest pain and vomiting. It helped but had side effects.,3,2025-07-19 11:00:00,Acetaminophen
1148,Acetaminophen,I took Acetaminophen and experienced blood pressure and palpitations and rash. It helped but had side effects.,2,2024-09-04 08:00:00,Acetaminophen
1149,Acetaminophen,I took Acetaminophen and experienced redness and irritable. It helped but had side effects.,4,2024-05-08 15:00:00,Acetaminophen
1150,Tylenol,I took Tylenol and experienced itching and nausea and irritable. It helped but had side effects.,4,2024-12-31 02:00:00,Acetaminophen
1151,Ibuprofen,I took Ibuprofen and experienced panic and dizzy. It helped but had side effects.,1,2024-12-28 08:00:00,Ibuprofen
1152,Acetaminophen,I took Acetaminophen and experienced bloating and stomach cramps and brain fog. It helped but had side effects.,4,2025-08-15 23:00:00,Acetaminophen
1153,Metformin,I took Metformin and experienced irritable and anxiety and chest pain. It helped but had side effects.,1,2025-08-12 06:00:00,Metformin
1154,Glucophage,I took Glucophage and experienced itching. It helped but had side effects.,2,2024-05-26 20:00:00,Metformin
1155,Ibuprofen,I took Ibuprofen and experienced palpitations and itching. It helped but had side effects.,5,2024-09-06 09:00:00,Ibuprofen
1156,Metformin,I took Metformin and experienced panic and irritable and constipation. It helped but had side effects.,3,2025-02-27 10:00:00,Metformin
1157,Ibuprofen,I took Ibuprofen and experienced bloating. It helped but had side effects.,5,2024-09-24 19:00:00,Ibuprofen
1158,Ibuprofen,I took Ibuprofen and experienced headache. It helped but had side effects.,3,2024-01-19 00:00:00,Ibuprofen
1159,Ibuprofen,I took Ibuprofen and experienced rash. It helped but had side effects.,1,2024-06-11 06:00:00,Ibuprofen
1160,Ibuprofen,I took Ibuprofen and experienced irritable. It helped but had side effects.,4,2024-06-02 00:00:00,Ibuprofen
1161,Metformin,I took Metformin and experienced redness. It helped but had side effects.,2,2024-06-14 12:00:00,Metformin
1162,Acetaminophen,I took Acetaminophen and experienced hives and stomach cramps. It helped but had side effects.,3,2024-01-28 12:00:00,Acetaminophen
1163,Advil,I took Advil and experienced palpitations. It helped but had side effects.,1,2025-06-24 11:00:00,Ibuprofen
1164,Ibuprofen,I took Ibuprofen and experienced headache. It helped but had side effects.,4,2024-09-01 16:00:00,Ibuprofen
1165,Glucophage,I took Glucophage and experienced palpitations. It helped but had side effects.,3,2025-04-22 08:00:00,Metformin
1166,Metformin,I took Metformin and experienced diarrhea. It helped but had side effects.,2,2025-03-22 14:00:00,Metformin
1167,Advil,I took Advil and experienced hives. It helped but had side effects.,2,2025-07-02 09:00:00,Ibuprofen
1168,Ibuprofen,I took Ibuprofen and experienced constipation and insomnia and blood pressure. It helped but had side effects.,3,2024-12-18 23:00:00,Ibuprofen
1169,Glucophage,I took Glucophage and experienced headache. It helped but had side effects.,1,2025-03-08 08:00:00,Metformin
1170,Metformin,I took Metformin and experienced diarrhea and depression. It helped but had side effects.,5,2024-09-30 13:00:00,Metformin
1171,Glucophage,I took Glucophage and experienced tremor. It helped but had side effects.,2,2024-11-13 04:00:00,Metformin
1172,Acetaminophen,I took Acetaminophen and experienced chest pain and panic. It helped but had side effects.,3,2025-06-17 15:00:00,Acetaminophen
1173,Metformin,I took Metformin and experienced rash. It helped but had side effects.,3,2025-05-10 16:00:00,Metformin
1174,Tylenol,I took Tylenol and experienced brain fog. It helped but had side effects.,2,2025-09-04 10:00:00,Acetaminophen
1175,Metformin,I took Metformin and experienced constipation. It helped but had side effects.,1,2024-02-11 03:00:00,Metformin
1176,Metformin,I took Metformin and experienced blood pressure and vomiting and diarrhea. It helped but had side effects.,3,2024-05-08 22:00:00,Metformin
1177,Ibuprofen,I took Ibuprofen and experienced redness and dizzy. It helped but had side effects.,3,2024-05-31 00:00:00,Ibuprofen
1178,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,2,2024-11-11 23:00:00,Metformin
1179,Tylenol,I took Tylenol and experienced irritable. It helped but had side effects.,3,2024-12-09 11:00:00,Acetaminophen
1180,Advil,I took Advil and experienced fatigue and palpitations. It helped but had side effects.,3,2024-01-24 16:00:00,Ibuprofen
1181,Tylenol,I took Tylenol and experienced fatigue and palpitations and headache. It helped but had side effects.,4,2025-04-01 19:00:00,Acetaminophen
1182,Glucophage,I took Glucophage and experienced bloating. It helped but had side effects.,1,2025-09-14 17:00:00,Metformin
1183,Acetaminophen,I took Acetaminophen and experienced rash. It helped but had side effects.,1,2024-07-17 07:00:00,Acetaminophen
1184,Advil,I took Advil and experienced vomiting and brain fog. It helped but had side effects.,2,2025-03-09 09:00:00,Ibuprofen
1185,Metformin,I took Metformin and experienced hives. It helped but had side effects.,1,2024-06-18 13:00:00,Metformin
1186,Metformin,I took Metformin and experienced bloating. It helped but had side effects.,3,2025-05-07 19:00:00,Metformin
1187,Ibuprofen,I took Ibuprofen and experienced bloating. It helped but had side effects.,1,2024-10-15 02:00:00,Ibuprofen
1188,Glucophage,I took Glucophage and experienced headache. It helped but had side effects.,5,2024-11-03 23:00:00,Metformin
1189,Tylenol,I took Tylenol and experienced irritable. It helped but had side effects.,4,2024-06-09 18:00:00,Acetaminophen
1190,Advil,I took Advil and experienced vomiting and palpitations. It helped but had side effects.,5,2024-12-09 05:00:00,Ibuprofen
1191,Advil,I took Advil and experienced diarrhea and depression. It helped but had side effects.,4,2025-03-29 22:00:00,Ibuprofen
1192,Glucophage,I took Glucophage and experienced bloating. It helped but had side effects.,3,2025-09-06 20:00:00,Metformin
1193,Tylenol,I took Tylenol and experienced vomiting. It helped but had side effects.,2,2025-03-04 12:00:00,Acetaminophen
1194,Acetaminophen,I took Acetaminophen and experienced fatigue. It helped but had side effects.,5,2025-05-07 14:00:00,Acetaminophen
1195,Ibuprofen,I took Ibuprofen and experienced headache. It helped but had side effects.,1,2024-08-22 14:00:00,Ibuprofen
1196,Glucophage,I took Glucophage and experienced blood pressure. It helped but had side effects.,5,2024-05-04 17:00:00,Metformin
1197,Metformin,I took Metformin and experienced diarrhea. It helped but had side effects.,4,2024-04-23 06:00:00,Metformin
1198,Advil,I took Advil and experienced nausea. It helped but had side effects.,3,2025-06-02 09:00:00,Ibuprofen
1199,Advil,I took Advil and experienced dizzy and panic and headache. It helped but had side effects.,5,2025-02-24 02:00:00,Ibuprofen
1200,Glucophage,I took Glucophage and experienced diarrhea. It helped but had side effects.,5,2025-05-04 22:00:00,Metformin
1201,Tylenol,I took Tylenol and experienced rash and redness. It helped but had side effects.,5,2024-03-12 04:00:00,Acetaminophen
1202,Ibuprofen,I took Ibuprofen and experienced hives. It helped but had side effects.,5,2025-08-10 13:00:00,Ibuprofen
1203,Acetaminophen,I took Acetaminophen and experienced anxiety and depression. It helped but had side effects.,3,2025-07-23 15:00:00,Acetaminophen
1204,Acetaminophen,I took Acetaminophen and experienced constipation and bloating and insomnia. It helped but had side effects.,4,2024-10-17 23:00:00,Acetaminophen
1205,Glucophage,I took Glucophage and experienced chest pain and stomach cramps and anxiety. It helped but had side effects.,4,2025-04-26 14:00:00,Metformin
1206,Glucophage,I took Glucophage and experienced chest pain. It helped but had side effects.,4,2024-06-13 04:00:00,Metformin
1207,Advil,I took Advil and experienced dizzy and panic. It helped but had side effects.,4,2024-06-10 21:00:00,Ibuprofen
1208,Ibuprofen,I took Ibuprofen and experienced constipation. It helped but had side effects.,4,2025-08-14 05:00:00,Ibuprofen
1209,Tylenol,I took Tylenol and experienced irritable. It helped but had side effects.,4,2025-06-13 16:00:00,Acetaminophen
1210,Advil,I took Advil and experienced nausea. It helped but had side effects.,1,2024-11-25 21:00:00,Ibuprofen
1211,Advil,I took Advil and experienced redness and constipation. It helped but had side effects.,2,2024-05-29 05:00:00,Ibuprofen
1212,Acetaminophen,I took Acetaminophen and experienced fatigue. It helped but had side effects.,1,2024-04-22 20:00:00,Acetaminophen
1213,Tylenol,I took Tylenol and experienced palpitations. It helped but had side effects.,3,2024-02-05 07:00:00,Acetaminophen
1214,Metformin,I took Metformin and experienced stomach cramps and palpitations. It helped but had side effects.,2,2025-07-29 04:00:00,Metformin
1215,Tylenol,I took Tylenol and experienced constipation and panic and redness. It helped but had side effects.,5,2025-06-01 15:00:00,Acetaminophen
1216,Acetaminophen,I took Acetaminophen and experienced nausea and diarrhea. It helped but had side effects.,2,2024-11-09 08:00:00,Acetaminophen
1217,Glucophage,I took Glucophage and experienced vomiting. It helped but had side effects.,1,2025-05-24 23:00:00,Metformin
1218,Advil,I took Advil and experienced insomnia. It helped but had side effects.,5,2025-04-26 14:00:00,Ibuprofen
1219,Tylenol,I took Tylenol and experienced rash and anxiety. It helped but had side effects.,1,2024-06-24 14:00:00,Acetaminophen
1220,Tylenol,I took Tylenol and experienced diarrhea and brain fog and rash. It helped but had side effects.,4,2024-10-16 21:00:00,Acetaminophen
1221,Ibuprofen,I took Ibuprofen and experienced vomiting and rash and headache. It helped but had side effects.,3,2025-04-09 13:00:00,Ibuprofen
1222,Advil,I took Advil and experienced vomiting. It helped but had side effects.,4,2025-08-20 16:00:00,Ibuprofen
1223,Metformin,I took Metformin and experienced panic. It helped but had side effects.,2,2024-01-07 20:00:00,Metformin
1224,Glucophage,I took Glucophage and experienced itching and rash. It helped but had side effects.,2,2024-03-14 14:00:00,Metformin
1225,Advil,I took Advil and experienced constipation. It helped but had side effects.,4,2025-05-15 11:00:00,Ibuprofen
1226,Metformin,I took Metformin and experienced rash and hives and anxiety. It helped but had side effects.,3,2024-05-25 17:00:00,Metformin
1227,Acetaminophen,I took Acetaminophen and experienced itching and headache. It helped but had side effects.,3,2025-05-06 04:00:00,Acetaminophen
1228,Acetaminophen,I took Acetaminophen and experienced headache and irritable and constipation. It helped but had side effects.,3,2024-02-23 04:00:00,Acetaminophen
1229,Acetaminophen,I took Acetaminophen and experienced vomiting. It helped but had side effects.,5,2024-09-03 01:00:00,Acetaminophen
1230,Glucophage,I took Glucophage and experienced fatigue and blood pressure and constipation. It helped but had side effects.,3,2024-10-26 13:00:00,Metformin
1231,Tylenol,I took Tylenol and experienced panic and irritable. It helped but had side effects.,3,2024-09-08 21:00:00,Acetaminophen
1232,Tylenol,I took Tylenol and experienced vomiting. It helped but had side effects.,2,2025-08-09 14:00:00,Acetaminophen
1233,Metformin,I took Metformin and experienced blood pressure and vomiting. It helped but had side effects.,3,2024-11-10 15:00:00,Metformin
1234,Glucophage,I took Glucophage and experienced fatigue. It helped but had side effects.,3,2024-01-21 05:00:00,Metformin
1235,Acetaminophen,I took Acetaminophen and experienced fatigue and tremor. It helped but had side effects.,4,2025-06-16 04:00:00,Acetaminophen
1236,Acetaminophen,I took Acetaminophen and experienced blood pressure and stomach cramps and fatigue. It helped but had side effects.,3,2024-05-04 12:00:00,Acetaminophen
1237,Advil,I took Advil and experienced tremor and itching. It helped but had side effects.,2,2025-08-05 11:00:00,Ibuprofen
1238,Metformin,I took Metformin and experienced nausea. It helped but had side effects.,5,2024-01-11 03:00:00,Metformin
1239,Tylenol,I took Tylenol and experienced insomnia. It helped but had side effects.,3,2024-01-26 23:00:00,Acetaminophen
1240,Metformin,I took Metformin and experienced fatigue and nausea. It helped but had side effects.,4,2024-02-18 02:00:00,Metformin
1241,Acetaminophen,I took Acetaminophen and experienced constipation. It helped but had side effects.,5,2025-04-25 06:00:00,Acetaminophen
1242,Ibuprofen,I took Ibuprofen and experienced hives. It helped but had side effects.,5,2025-05-08 01:00:00,Ibuprofen
1243,Metformin,I took Metformin and experienced vomiting. It helped but had side effects.,5,2025-05-07 03:00:00,Metformin
1244,Tylenol,I took Tylenol and experienced headache and depression. It helped but had side effects.,5,2024-07-10 07:00:00,Acetaminophen
1245,Ibuprofen,I took Ibuprofen and experienced chest pain and constipation. It helped but had side effects.,1,2025-05-29 02:00:00,Ibuprofen
1246,Metformin,I took Metformin and experienced hives. It helped but had side effects.,5,2025-05-25 22:00:00,Metformin
1247,Glucophage,I took Glucophage and experienced itching. It helped but had side effects.,4,2024-11-18 22:00:00,Metformin
1248,Glucophage,I took Glucophage and experienced irritable. It helped but had side effects.,5,2024-09-17 11:00:00,Metformin
1249,Ibuprofen,I took Ibuprofen and experienced dizzy and diarrhea and rash. It helped but had side effects.,3,2025-01-30 18:00:00,Ibuprofen
1250,Tylenol,I took Tylenol and experienced fatigue. It helped but had side effects.,4,2024-05-17 11:00:00,Acetaminophen
1251,Glucophage,I took Glucophage and experienced nausea and dizzy. It helped but had side effects.,3,2025-01-25 17:00:00,Metformin
1252,Glucophage,I took Glucophage and experienced brain fog and chest pain and diarrhea. It helped but had side effects.,1,2025-06-30 10:00:00,Metformin
1253,Tylenol,I took Tylenol and experienced tremor and rash and dizzy. It helped but had side effects.,1,2024-10-20 20:00:00,Acetaminophen
1254,Acetaminophen,I took Acetaminophen and experienced palpitations. It helped but had side effects.,1,2025-04-25 10:00:00,Acetaminophen
1255,Acetaminophen,I took Acetaminophen and experienced tremor and vomiting and itching. It helped but had side effects.,3,2024-12-29 10:00:00,Acetaminophen
1256,Metformin,I took Metformin and experienced headache. It helped but had side effects.,5,2024-04-06 01:00:00,Metformin
1257,Acetaminophen,I took Acetaminophen and experienced bloating and headache and nausea. It helped but had side effects.,2,2024-09-25 23:00:00,Acetaminophen
1258,Glucophage,I took Glucophage and experienced blood pressure. It helped but had side effects.,5,2024-10-08 01:00:00,Metformin
1259,Acetaminophen,I took Acetaminophen and experienced redness and dizzy. It helped but had side effects.,2,2024-10-18 22:00:00,Acetaminophen
1260,Metformin,I took Metformin and experienced fatigue. It helped but had side effects.,2,2025-03-28 19:00:00,Metformin
1261,Tylenol,I took Tylenol and experienced fatigue and palpitations and anxiety. It helped but had side effects.,3,2024-08-24 16:00:00,Acetaminophen
1262,Metformin,I took Metformin and experienced headache. It helped but had side effects.,5,2024-11-25 14:00:00,Metformin
1263,Ibuprofen,I took Ibuprofen and experienced depression and anxiety and brain fog. It helped but had side effects.,2,2025-08-16 08:00:00,Ibuprofen
1264,Tylenol,I took Tylenol and experienced rash. It helped but had side effects.,4,2024-10-24 11:00:00,Acetaminophen
1265,Metformin,I took Metformin and experienced fatigue. It helped but had side effects.,5,2024-05-19 05:00:00,Metformin
1266,Acetaminophen,I took Acetaminophen and experienced constipation. It helped but had side effects.,4,2024-08-01 10:00:00,Acetaminophen
1267,Tylenol,I took Tylenol and experienced irritable. It helped but had side effects.,1,2025-02-02 10:00:00,Acetaminophen
1268,Metformin,I took Metformin and experienced insomnia. It helped but had side effects.,3,2024-07-11 18:00:00,Metformin
1269,Acetaminophen,I took Acetaminophen and experienced anxiety. It helped but had side effects.,1,2025-02-17 22:00:00,Acetaminophen
1270,Advil,I took Advil and experienced constipation. It helped but had side effects.,2,2024-10-17 23:00:00,Ibuprofen
1271,Ibuprofen,I took Ibuprofen and experienced irritable and headache and fatigue. It helped but had side effects.,1,2025-04-02 02:00:00,Ibuprofen
1272,Advil,I took Advil and experienced constipation and brain fog. It helped but had side effects.,5,2024-09-13 15:00:00,Ibuprofen
1273,Ibuprofen,I took Ibuprofen and experienced palpitations. It helped but had side effects.,2,2024-10-30 02:00:00,Ibuprofen
1274,Glucophage,I took Glucophage and experienced redness and constipation and vomiting. It helped but had side effects.,3,2025-06-03 14:00:00,Metformin
1275,Tylenol,I took Tylenol and experienced redness. It helped but had side effects.,5,2024-12-10 05:00:00,Acetaminophen
1276,Tylenol,I took Tylenol and experienced depression. It helped but had side effects.,2,2024-08-19 05:00:00,Acetaminophen
1277,Ibuprofen,I took Ibuprofen and experienced itching and stomach cramps. It helped but had side effects.,4,2025-06-23 00:00:00,Ibuprofen
1278,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,1,2024-06-24 17:00:00,Metformin
1279,Ibuprofen,I took Ibuprofen and experienced chest pain and nausea. It helped but had side effects.,4,2024-12-25 21:00:00,Ibuprofen
1280,Metformin,I took Metformin and experienced panic. It helped but had side effects.,3,2025-08-28 06:00:00,Metformin
1281,Tylenol,I took Tylenol and experienced nausea and irritable and anxiety. It helped but had side effects.,5,2024-11-04 11:00:00,Acetaminophen
1282,Advil,I took Advil and experienced chest pain and rash and blood pressure. It helped but had side effects.,4,2024-05-31 08:00:00,Ibuprofen
1283,Metformin,I took Metformin and experienced redness and brain fog and diarrhea. It helped but had side effects.,3,2024-12-13 10:00:00,Metformin
1284,Ibuprofen,I took Ibuprofen and experienced nausea and tremor. It helped but had side effects.,2,2025-05-11 06:00:00,Ibuprofen
1285,Advil,I took Advil and experienced rash. It helped but had side effects.,2,2024-11-05 15:00:00,Ibuprofen
1286,Ibuprofen,I took Ibuprofen and experienced fatigue. It helped but had side effects.,4,2025-04-11 15:00:00,Ibuprofen
1287,Acetaminophen,I took Acetaminophen and experienced dizzy and headache and palpitations. It helped but had side effects.,5,2024-05-13 07:00:00,Acetaminophen
1288,Metformin,I took Metformin and experienced itching. It helped but had side effects.,5,2025-06-25 07:00:00,Metformin
1289,Advil,I took Advil and experienced panic. It helped but had side effects.,5,2024-11-11 11:00:00,Ibuprofen
1290,Tylenol,I took Tylenol and experienced redness. It helped but had side effects.,1,2024-07-05 19:00:00,Acetaminophen
1291,Advil,I took Advil and experienced rash and fatigue. It helped but had side effects.,3,2024-03-28 01:00:00,Ibuprofen
1292,Metformin,I took Metformin and experienced rash and blood pressure. It helped but had side effects.,5,2024-05-08 17:00:00,Metformin
1293,Tylenol,I took Tylenol and experienced headache and anxiety and hives. It helped but had side effects.,3,2025-06-06 04:00:00,Acetaminophen
1294,Ibuprofen,I took Ibuprofen and experienced stomach cramps. It helped but had side effects.,4,2024-09-10 05:00:00,Ibuprofen
1295,Metformin,I took Metformin and experienced bloating and chest pain and tremor. It helped but had side effects.,5,2024-05-02 06:00:00,Metformin
1296,Advil,I took Advil and experienced redness. It helped but had side effects.,4,2025-08-25 18:00:00,Ibuprofen
1297,Ibuprofen,I took Ibuprofen and experienced rash. It helped but had side effects.,3,2025-07-10 13:00:00,Ibuprofen
1298,Advil,I took Advil and experienced nausea and tremor. It helped but had side effects.,1,2025-01-31 12:00:00,Ibuprofen
1299,Ibuprofen,I took Ibuprofen and experienced irritable. It helped but had side effects.,1,2025-01-07 12:00:00,Ibuprofen
1300,Tylenol,I took Tylenol and experienced itching and panic. It helped but had side effects.,5,2025-02-19 17:00:00,Acetaminophen
1301,Metformin,I took Metformin and experienced stomach cramps. It helped but had side effects.,2,2025-01-31 01:00:00,Metformin
1302,Tylenol,I took Tylenol and experienced blood pressure and nausea and anxiety. It helped but had side effects.,2,2024-07-04 16:00:00,Acetaminophen
1303,Acetaminophen,I took Acetaminophen and experienced brain fog and blood pressure and dizzy. It helped but had side effects.,5,2024-08-02 17:00:00,Acetaminophen
1304,Tylenol,I took Tylenol and experienced fatigue. It helped but had side effects.,3,2024-11-07 02:00:00,Acetaminophen
1305,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,3,2025-01-08 08:00:00,Metformin
1306,Ibuprofen,I took Ibuprofen and experienced depression and vomiting. It helped but had side effects.,4,2025-06-14 20:00:00,Ibuprofen
1307,Tylenol,I took Tylenol and experienced redness. It helped but had side effects.,1,2024-01-07 23:00:00,Acetaminophen
1308,Acetaminophen,I took Acetaminophen and experienced fatigue and diarrhea and blood pressure. It helped but had side effects.,5,2025-09-04 14:00:00,Acetaminophen
1309,Metformin,I took Metformin and experienced irritable. It helped but had side effects.,1,2024-03-09 09:00:00,Metformin
1310,Ibuprofen,I took Ibuprofen and experienced vomiting. It helped but had side effects.,4,2024-07-14 02:00:00,Ibuprofen
1311,Tylenol,I took Tylenol and experienced irritable. It helped but had side effects.,2,2024-10-29 18:00:00,Acetaminophen
1312,Metformin,I took Metformin and experienced fatigue and constipation and vomiting. It helped but had side effects.,5,2025-05-27 10:00:00,Metformin
1313,Glucophage,I took Glucophage and experienced stomach cramps. It helped but had side effects.,3,2025-09-08 22:00:00,Metformin
1314,Tylenol,I took Tylenol and experienced vomiting. It helped but had side effects.,5,2025-01-05 02:00:00,Acetaminophen
1315,Metformin,I took Metformin and experienced itching. It helped but had side effects.,2,2024-10-10 12:00:00,Metformin
1316,Tylenol,I took Tylenol and experienced redness. It helped but had side effects.,1,2024-12-18 12:00:00,Acetaminophen
1317,Advil,I took Advil and experienced depression and headache. It helped but had side effects.,1,2025-04-11 06:00:00,Ibuprofen
1318,Acetaminophen,I took Acetaminophen and experienced rash and constipation and itching. It helped but had side effects.,1,2024-10-02 10:00:00,Acetaminophen
1319,Metformin,I took Metformin and experienced fatigue and bloating. It helped but had side effects.,2,2025-03-31 05:00:00,Metformin
1320,Ibuprofen,I took Ibuprofen and experienced vomiting. It helped but had side effects.,2,2025-06-26 18:00:00,Ibuprofen
1321,Ibuprofen,I took Ibuprofen and experienced palpitations and headache. It helped but had side effects.,2,2024-06-03 17:00:00,Ibuprofen
1322,Metformin,I took Metformin and experienced brain fog. It helped but had side effects.,1,2025-06-25 10:00:00,Metformin
1323,Ibuprofen,I took Ibuprofen and experienced tremor and hives and palpitations. It helped but had side effects.,3,2025-01-07 01:00:00,Ibuprofen
1324,Advil,I took Advil and experienced blood pressure. It helped but had side effects.,2,2024-04-13 23:00:00,Ibuprofen
